,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_hour,TransactionWeekNumber,DaysSinceLastPurchase,MSE_AE_zscores,MSE_AE,MSE_AE_Fraud
608,1,2,60,0,119,1,13293.83,5,18,36,422.57430555555555,0.54529756,1.3207062,False
609,1,0,30,0,102,1,8839.67,3,18,37,417.55555555555554,-0.20105235,0.88175493,False
610,0,2,56,2,178,1,6239.89,2,17,5,643.6048611111111,0.0190431,1.0111998,False
611,1,1,32,1,130,1,8459.18,4,17,43,375.59722222222223,-0.97278,0.4278782,False
612,1,1,65,0,87,1,9073.17,5,16,24,510.6409722222222,-0.6287548,0.63021,False
613,1,0,78,2,108,1,7561.33,6,17,3,654.6166666666667,0.5046392,1.2967938,False
614,0,1,21,3,235,1,694.03,2,18,17,555.58125,0.7096577,1.4173715,False
615,0,2,50,1,81,1,2276.57,5,18,35,431.5909722222222,0.10600499,1.0623448,False
616,0,0,28,1,169,1,2791.12,1,16,38,412.66875,-0.18450724,0.89148563,False
617,1,2,28,1,139,1,9808.97,4,17,18,548.6083333333333,-0.7992812,0.5299182,False
618,1,0,57,2,171,1,6324.09,2,16,20,538.6361111111111,-0.99602735,0.41420573,False
619,1,0,70,0,142,2,13406.0,2,16,5,640.6631944444445,0.9991884,1.5876534,False
620,1,1,51,2,76,1,6581.55,2,16,8,619.6694444444445,-0.88966733,0.47675934,False
621,1,1,64,2,28,1,3140.79,2,16,9,613.6604166666667,-0.54969496,0.6767075,False
622,0,2,30,0,45,1,10357.26,3,16,34,438.6486111111111,0.093877934,1.0552125,False
623,0,1,21,3,247,1,461.83,2,16,50,325.6659722222222,0.97974867,1.5762203,False
624,1,0,53,1,95,1,5670.0,4,16,38,410.6479166666667,-0.98898774,0.41834593,False
625,0,1,79,2,36,1,4040.32,5,18,34,439.5833333333333,0.50697726,1.2981689,False
626,1,1,20,3,238,1,220.51,2,17,24,508.62569444444443,-0.3058872,0.82009834,False
627,1,2,62,2,75,1,3634.76,1,17,22,524.5930555555556,-0.8970119,0.47243977,False
628,0,2,39,1,96,1,7180.48,1,17,27,489.5909722222222,-0.60007405,0.64707804,False
629,0,2,75,2,37,1,1389.71,5,18,35,432.5701388888889,0.76512456,1.4499933,False
630,0,0,78,2,70,1,5002.7,2,16,5,639.6666666666666,0.5045829,1.2967607,False
631,1,0,20,3,67,1,9239.12,1,16,3,656.6305555555556,0.47047064,1.2766982,False
632,1,0,24,3,86,1,666.42,3,17,30,468.62847222222223,-0.64919925,0.618186,False
633,0,1,51,0,116,1,11351.64,5,17,24,508.62083333333334,-0.19856948,0.8832152,False
634,1,0,43,1,37,1,7234.15,1,17,43,373.6118055555556,-0.5539537,0.6742028,False
635,1,1,27,1,127,1,2049.51,2,17,42,383.6138888888889,-0.986717,0.41968143,False
636,1,0,68,0,114,1,8865.27,3,16,22,524.6590277777777,-0.58153945,0.6579788,False
637,1,1,18,3,176,1,3908.47,1,16,8,622.6381944444445,-0.14097977,0.91708547,False
638,1,0,26,1,264,1,5587.44,1,16,1,671.65625,0.6452591,1.3794967,False
639,1,2,50,1,118,1,438.75,2,17,18,552.6229166666667,-0.9513887,0.44045907,False
640,1,2,28,3,48,1,609.6,5,16,40,396.64166666666665,-0.070262715,0.95867634,False
641,0,1,68,2,39,1,2393.73,6,16,44,370.6409722222222,0.3902158,1.2294979,False
642,0,1,54,2,45,1,3914.84,0,17,39,402.6166666666667,-0.25306004,0.8511676,False
643,1,1,28,3,70,1,818.36,4,17,39,404.63055555555553,-0.6829328,0.59834623,False
644,1,1,18,3,100,1,304.44,4,18,3,657.5506944444444,0.59890914,1.3522369,False
645,0,2,30,0,48,1,9553.42,4,16,51,321.6694444444444,0.76219016,1.4482675,False
646,0,1,59,1,56,1,3034.67,3,18,5,639.5875,0.32117715,1.1888942,False
647,1,0,43,1,138,1,5515.32,0,18,10,604.5694444444445,-0.036744077,0.9783897,False
648,1,1,36,0,84,1,1677.01,1,17,13,587.6284722222222,-0.6941361,0.59175724,False
649,1,1,53,2,131,1,4055.55,2,17,19,545.6013888888889,-1.4039888,0.17427105,False
650,1,0,33,0,53,1,9899.94,1,16,11,600.6569444444444,-0.06867229,0.9596117,False
651,1,1,18,3,129,1,756.74,5,16,47,348.65625,0.035409857,1.0208256,False
652,1,1,43,1,247,1,2620.74,0,16,35,430.64444444444445,-0.42633054,0.7492619,False
653,1,0,30,0,161,1,11090.24,4,17,26,495.5986111111111,-0.5140646,0.69766283,False
654,1,0,64,2,79,1,2174.16,0,16,25,503.65625,-0.5342765,0.6857756,False
655,0,1,46,1,160,1,7854.1,3,17,1,671.5972222222222,-0.053291433,0.9686577,False
656,0,1,49,1,163,1,8253.65,1,17,31,461.62708333333336,-0.72781277,0.571951,False
657,1,0,18,3,137,1,874.15,4,18,17,558.55,0.1340849,1.0788594,False
658,1,1,31,0,26,1,6043.25,5,17,8,622.6138888888889,-0.24508391,0.8558586,False
659,1,1,37,1,107,1,2766.12,5,16,33,444.64375,-1.1406664,0.32913905,False
660,1,2,56,1,179,1,8171.26,4,17,49,333.625,-0.35255933,0.79264903,False
661,1,0,33,0,100,1,5401.21,4,17,9,614.6125,-0.52416444,0.6917228,False
662,1,2,27,3,142,1,3548.02,1,17,25,503.59513888888887,-0.7243147,0.5740083,False
663,1,2,27,3,36,1,160.83,0,17,3,656.6215277777778,0.70677,1.4156731,False
664,0,1,24,3,107,1,752.25,1,18,1,671.5638888888889,1.1428412,1.67214,False
665,0,2,39,1,176,4,2459.84,4,16,32,454.63402777777776,3.0165243,2.7741106,True
666,0,1,41,1,21,1,469.12,4,16,48,342.6625,0.16240075,1.0955129,False
667,0,2,61,0,79,1,8441.61,0,18,29,474.5854166666667,0.60992426,1.3587152,False
668,1,2,60,1,168,1,3806.16,1,17,46,356.625,-0.47465926,0.7208383,False
669,1,0,46,1,77,4,6133.41,1,16,18,549.6541666666667,2.5913432,2.5240486,True
670,1,1,47,0,181,1,8802.97,4,16,51,321.65069444444447,-0.16968326,0.90020406,False
671,0,2,68,0,127,1,14881.77,3,16,13,583.6368055555556,0.9577305,1.5632707,False
672,1,0,63,2,135,1,1106.34,5,16,2,661.6597222222222,0.11069933,1.0651057,False
673,0,2,53,2,30,1,5005.33,0,16,27,489.6458333333333,-0.082494564,0.9514824,False
674,1,1,58,2,90,1,7949.03,1,17,43,377.61805555555554,-0.8674189,0.48984432,False
675,1,0,26,3,65,1,259.77,0,16,20,538.6354166666666,-0.051535614,0.9696903,False
676,1,0,49,1,240,1,2114.3,4,16,12,594.6541666666667,-0.34695357,0.79594594,False
677,1,0,51,1,66,2,5495.3,5,17,23,514.61875,-0.67057127,0.60561645,False
678,1,1,50,0,94,1,8461.46,2,16,7,625.6326388888889,-0.5474511,0.6780272,False
679,0,2,52,2,292,1,6870.84,4,17,47,348.6145833333333,0.7392319,1.434765,False
680,1,1,49,1,201,1,5058.83,2,17,3,657.59375,-0.54399073,0.68006235,False
681,1,1,31,1,296,1,8885.0,3,16,31,459.6722222222222,-0.26223448,0.84577185,False
682,1,2,24,3,49,1,530.81,2,16,3,656.6395833333333,0.3639875,1.2140722,False
683,1,0,23,3,85,1,9379.53,0,16,9,615.6451388888889,0.26694372,1.1569978,False
684,1,1,59,2,180,1,6475.13,0,17,42,384.59722222222223,-0.6347247,0.6266989,False
685,1,1,34,1,22,5,319.04,2,16,35,433.6666666666667,5.5974574,4.2920365,True
686,1,2,41,0,168,1,5298.85,0,18,1,307.5729166666667,0.79572475,1.4679902,False
687,1,2,21,3,102,1,490.57,3,17,22,521.6180555555555,-0.56569,0.66730034,False
688,1,0,67,0,259,1,11310.27,2,16,25,503.6326388888889,0.2648805,1.1557844,False
689,1,0,62,2,45,1,3988.75,2,16,13,587.6638888888889,-0.6346653,0.62673384,False
690,1,0,51,2,155,1,7484.32,6,16,41,391.64166666666665,-0.41590813,0.75539166,False
691,0,2,58,2,211,5,4815.11,0,18,42,384.55069444444445,7.1000915,5.1757817,True
692,1,1,51,1,207,1,5963.1,3,16,32,454.6715277777778,-1.2022332,0.2929298,False
693,1,0,52,0,94,5,10427.0,1,18,11,599.5590277777778,6.6424317,4.906618,True
694,0,0,21,3,195,1,296.47,2,16,48,342.65972222222223,0.764133,1.4494101,False
695,1,0,65,0,105,1,1100.06,1,17,34,436.6118055555556,-0.48202538,0.71650606,False
696,1,2,19,3,238,1,910.26,5,16,26,496.6666666666667,0.14236608,1.0837299,False
697,1,1,29,0,123,1,6684.34,3,16,15,573.6402777777778,-0.9173092,0.46050224,False
698,1,0,40,0,88,1,8524.09,2,18,37,418.55694444444447,-0.26075423,0.84664243,False
699,1,0,53,2,84,1,5126.65,3,17,48,342.6111111111111,-0.68528193,0.59696466,False
700,1,1,22,3,94,1,873.89,6,16,10,608.6548611111111,0.060750592,1.0357293,False
701,1,1,57,2,136,1,7059.77,1,16,37,416.63125,-1.0716218,0.36974633,False
702,1,0,58,0,240,1,11991.24,2,16,18,549.6368055555556,0.14192015,1.0834676,False
703,1,0,18,3,199,1,8086.04,5,17,37,419.60277777777776,-0.11618519,0.9316679,False
704,1,0,63,0,167,1,12626.49,0,16,30,468.6534722222222,0.20478158,1.1204383,False
705,1,1,75,2,127,1,1730.28,1,16,50,327.65972222222223,-0.05468595,0.9678375,False
706,1,1,44,1,28,1,3143.17,4,18,19,543.55625,-0.6198229,0.6354631,False
707,1,0,27,3,146,1,1242.49,0,16,50,328.6381944444444,0.40854543,1.2402781,False
708,0,1,55,2,173,1,1886.36,4,16,5,643.6680555555556,-0.059715852,0.9648793,False
709,1,1,26,3,131,1,416.89,0,16,32,454.65625,-0.4234822,0.7509371,False
710,1,1,53,2,113,1,5929.08,2,17,30,467.6138888888889,-1.4864056,0.1257992,False
711,1,2,23,3,72,1,479.08,2,17,34,440.61319444444445,-0.4763405,0.7198495,False
712,0,2,33,0,32,1,5862.99,0,16,5,643.6569444444444,0.84438235,1.4966072,False
713,1,1,27,3,91,1,797.1,2,16,36,426.6388888888889,-0.7528107,0.5572489,False
714,1,0,65,2,147,1,7287.94,3,18,42,380.56597222222223,-0.25679475,0.8489711,False
715,0,2,59,1,95,1,5624.86,2,18,24,507.5493055555556,-0.17520884,0.8969543,False
716,0,1,39,1,10,1,2988.41,2,16,4,650.66875,0.17326665,1.1019034,False
717,1,0,53,1,185,1,2712.96,2,16,44,369.6645833333333,-0.618384,0.6363094,False
718,1,2,24,3,88,1,1433.66,4,16,24,506.6486111111111,-0.57530063,0.66164804,False
719,1,2,30,0,34,1,7336.56,2,17,12,594.5993055555556,-0.36160606,0.78732836,False
720,1,0,18,3,210,1,475.63,4,17,6,636.5986111111112,0.37350956,1.2196724,False
721,1,1,65,0,89,1,11698.15,4,16,30,466.6701388888889,-0.51197374,0.69889253,False
722,0,2,21,3,157,1,1034.35,1,17,34,440.6048611111111,0.111931294,1.0658302,False
723,1,0,64,0,15,1,12042.79,1,16,18,552.6506944444444,0.2752924,1.1619079,False
724,1,2,26,3,143,1,518.54,2,18,35,429.5854166666667,-0.061935123,0.96357405,False
725,1,0,23,3,139,1,1258.93,5,16,10,608.6513888888888,-0.028956352,0.9829699,False
726,1,0,68,0,90,1,9127.65,2,17,46,355.6145833333333,-0.120067745,0.92938447,False
727,1,0,34,1,50,1,4471.05,1,16,30,466.63402777777776,-0.87028766,0.4881571,False
728,1,2,29,1,61,1,6214.54,2,18,15,573.5701388888889,-0.35607937,0.7905788,False
729,0,1,24,3,58,1,1187.04,1,16,22,523.6611111111112,-0.087804176,0.94835967,False
730,1,2,36,0,205,1,354.9,4,17,8,622.6159722222222,-0.04515295,0.97344416,False
731,1,1,35,1,56,1,791.46,2,18,20,538.5784722222222,-0.60189754,0.6460056,False
732,1,0,52,2,140,1,5878.89,5,17,36,425.63125,-0.9707021,0.4291003,False
733,1,2,20,3,179,1,533.2,0,17,1,670.59375,0.83955604,1.4937687,False
734,1,0,24,3,35,1,897.94,5,16,20,534.65,-0.13422668,0.92105716,False
735,1,1,30,0,103,1,9159.56,0,18,8,621.5590277777778,0.34873635,1.2051026,False
736,1,0,45,1,12,1,4392.73,1,18,49,335.56944444444446,0.3525267,1.2073318,False
737,1,1,58,2,11,1,1390.98,1,17,4,650.6131944444444,-0.090423666,0.94681907,False
738,1,2,40,1,98,1,2008.77,1,16,6,636.6381944444445,-0.36968437,0.7825773,False
739,1,2,30,1,60,1,6356.96,0,16,1,307.6590277777778,0.27021658,1.1589227,False
740,1,2,64,2,164,1,6009.12,5,16,4,646.6465277777778,-0.09525472,0.9439778,False
741,1,0,76,2,43,1,7896.85,2,16,8,621.6708333333333,-0.008300636,0.99511814,False
742,1,0,24,3,151,1,1649.43,3,18,27,486.5784722222222,-0.23884779,0.8595263,False
743,1,1,67,2,150,1,2840.43,3,17,31,461.60555555555555,-1.2323915,0.27519277,False
744,1,2,57,2,128,1,3274.96,5,17,23,513.6243055555556,-0.98631203,0.41991958,False
745,1,2,73,2,81,1,6501.56,2,16,2,662.6319444444445,0.06363652,1.0374266,False
746,1,0,26,3,76,1,363.92,1,16,44,366.64444444444445,-0.0018439889,0.9989155,False
747,1,2,27,1,99,1,9748.48,2,16,7,626.6583333333333,-0.31231934,0.8163154,False
748,1,0,19,3,45,1,1404.53,4,17,11,598.6069444444445,-0.07064084,0.95845395,False
749,1,0,21,3,150,1,706.44,3,16,3,657.6722222222222,0.24311,1.1429805,False
750,1,0,44,0,75,1,5095.73,1,16,6,633.6652777777778,-0.20533666,0.8792352,False
751,0,1,65,2,29,1,3059.79,3,16,24,506.65972222222223,-0.50678074,0.7019467,False
752,1,0,33,1,145,1,7844.23,0,16,25,503.65694444444443,-0.69162655,0.59323317,False
753,1,0,28,3,87,1,1119.61,5,16,30,468.6451388888889,-0.46842942,0.72450227,False
754,1,2,58,2,248,3,5313.97,3,16,23,514.6541666666667,0.8533993,1.5019103,False
755,1,0,31,1,156,1,6227.99,1,16,36,423.65277777777777,-0.8383468,0.5069425,False
756,1,0,60,2,98,1,6810.94,1,17,48,339.59305555555557,-0.41374093,0.75666624,False
757,1,2,55,2,143,1,1457.07,3,17,28,479.5965277777778,-1.1309739,0.33483946,False
758,1,1,22,3,15,1,813.68,1,16,43,374.63055555555553,0.043426927,1.0255407,False
759,0,1,27,3,130,1,1518.82,3,16,26,496.65833333333336,-0.49259344,0.7102907,False
760,1,0,50,0,150,1,10269.78,6,16,32,454.6375,-0.19891487,0.88301206,False
761,1,1,42,1,172,1,672.79,5,18,21,529.56875,-0.51095194,0.69949347,False
762,0,1,61,0,158,1,6024.8,1,17,9,611.6173611111111,-0.06377465,0.96249217,False
763,0,2,56,1,50,1,2158.59,2,16,52,314.65277777777777,0.396373,1.2331191,False
764,0,1,43,0,92,1,6011.8,2,18,36,426.56319444444443,-0.16287597,0.90420765,False
765,1,0,73,2,76,1,6372.58,0,17,51,317.6173611111111,0.3181773,1.1871299,False
766,1,1,57,1,52,1,2569.56,1,16,11,601.6680555555556,-0.6975475,0.5897509,False
767,1,0,61,0,54,1,10585.48,3,17,47,346.60069444444446,0.015370729,1.00904,False
768,1,0,52,0,161,1,717.99,6,17,27,485.6201388888889,-0.34092382,0.79949224,False
769,1,2,72,2,150,1,3689.65,5,16,33,444.63680555555555,-0.5781745,0.6599578,False
770,1,1,28,3,16,1,1512.16,4,16,6,633.6541666666667,-0.014538071,0.9914497,False
771,0,2,64,0,75,1,14389.45,3,18,48,340.56319444444443,1.6136914,1.9490615,False
772,1,1,36,1,265,4,9800.21,2,17,3,656.6131944444444,3.6740282,3.1608088,True
773,1,0,74,2,95,1,7014.69,4,18,21,531.5590277777778,-0.25400752,0.8506104,False
774,1,0,79,2,102,1,3520.61,0,16,24,508.64722222222224,-0.23987271,0.8589235,False
775,1,2,80,2,64,1,4913.42,5,17,36,422.59930555555553,-0.29461563,0.8267275,False
776,1,1,38,1,105,1,9155.35,4,16,32,451.6402777777778,-1.2115574,0.2874459,False
777,1,2,46,1,174,1,2567.53,3,18,45,359.58819444444447,-0.225069,0.86763,False
778,1,2,53,2,14,1,3779.47,6,16,25,502.65625,-0.3738296,0.7801393,False
779,0,2,68,2,104,1,4177.65,1,17,50,328.6097222222222,0.30748168,1.1808394,False
780,0,1,28,1,193,1,7284.76,3,16,39,404.66041666666666,-0.4723129,0.7222183,False
781,1,2,66,2,146,1,6530.59,6,17,17,558.6333333333333,-0.45839822,0.73040193,False
782,1,2,44,0,51,1,7895.54,5,17,18,552.6180555555555,-0.53098845,0.6877094,False
783,1,2,54,1,132,1,6781.3,0,16,23,517.6631944444445,-0.75396377,0.55657077,False
784,1,2,29,1,50,1,2091.78,5,16,4,649.6708333333333,0.033858657,1.0199133,False
785,1,0,41,0,88,1,11108.39,3,17,2,663.6034722222222,0.14127925,1.0830907,False
786,1,1,35,0,111,1,9088.36,6,18,34,440.56666666666666,-0.07099768,0.9582441,False
787,1,0,53,1,86,1,4671.69,2,17,35,433.6069444444444,-1.1499684,0.3236683,False
788,1,1,37,1,142,1,7534.73,2,18,51,319.5486111111111,-0.15163812,0.91081697,False
789,1,0,29,1,144,1,6353.14,1,16,13,587.6381944444445,-0.67651963,0.602118,False
790,1,1,63,0,118,1,13587.52,4,16,37,419.6673611111111,-0.17076026,0.89957064,False
791,1,0,74,2,230,1,1351.24,2,18,33,444.56666666666666,0.19658189,1.1156158,False
792,1,0,28,1,85,5,2797.26,3,16,2,662.6340277777778,6.177357,4.6330934,True
793,0,1,21,3,125,3,1222.77,4,16,11,599.6506944444444,1.5389014,1.9050752,False
794,1,0,57,2,89,1,3728.04,1,16,23,517.6604166666667,-0.9528719,0.43958673,False
795,1,2,57,0,142,1,6067.44,1,16,33,447.6534722222222,-0.69644475,0.59039944,False
796,1,1,63,2,133,1,4292.16,6,18,4,650.5875,0.29768518,1.1750778,False
797,1,0,56,2,134,1,3801.82,3,17,52,310.61944444444447,-0.4078034,0.7601583,False
798,0,1,64,2,162,1,6353.22,2,17,5,643.61875,-0.14964667,0.9119882,False
799,0,2,23,3,14,1,1251.85,0,16,43,375.65625,0.949111,1.5582013,False
800,1,2,44,0,108,1,11869.71,1,16,3,653.6652777777778,0.38309526,1.2253101,False
801,1,2,29,0,177,1,9409.43,5,18,8,621.5819444444444,0.5313882,1.3125257,False
802,1,0,80,2,47,1,6003.59,1,16,19,542.6465277777778,-0.23157299,0.8638048,False
803,0,2,50,1,92,1,817.83,4,18,33,447.58958333333334,-0.011825447,0.9930451,False
804,1,0,80,2,45,2,3663.64,5,16,24,510.63402777777776,0.087802045,1.0516391,False
805,1,1,28,3,160,1,319.65,4,17,11,601.63125,-0.51038754,0.6998254,False
806,0,2,40,1,17,1,478.23,1,16,44,368.6333333333333,0.34848967,1.2049575,False
807,1,2,44,0,143,4,13446.81,0,17,45,362.60277777777776,3.990808,3.3471167,True
808,0,1,53,0,58,1,8012.81,6,17,20,534.6138888888889,-0.064974286,0.9617866,False
809,1,0,68,2,198,1,4201.22,5,16,47,349.65486111111113,-0.05123634,0.96986634,False
810,1,0,18,3,19,1,8870.89,1,16,11,599.6458333333334,0.29202563,1.1717492,False
811,1,1,27,1,108,1,906.2,3,17,49,331.6277777777778,-0.57787025,0.66013676,False
812,1,2,46,0,276,1,9286.37,2,16,52,314.65,0.8028133,1.4721591,False
813,0,1,70,2,63,1,2224.08,2,18,49,332.56944444444446,0.60567236,1.3562145,False
814,0,2,67,0,16,1,14639.28,1,17,18,552.6083333333333,1.1829152,1.6957088,False
815,1,1,45,1,29,1,9733.59,1,18,8,622.5861111111111,0.06784278,1.0399004,False
816,1,0,29,1,28,1,2756.2,1,17,6,634.6069444444445,-0.14085299,0.91716003,False
817,1,0,36,0,86,1,6655.15,6,16,33,446.6354166666667,-0.39968243,0.7649345,False
818,1,0,55,2,143,1,3233.87,0,18,25,503.57916666666665,-0.31891015,0.81243914,False
819,1,0,20,3,148,1,1676.57,1,18,30,467.56875,0.028994458,1.0170525,False
820,1,2,54,1,285,1,8371.11,4,17,44,369.6277777777778,0.12714595,1.0747784,False
821,0,1,65,2,149,1,2611.64,1,17,21,531.5895833333333,-0.57774633,0.66020966,False
822,0,1,18,3,136,1,552.06,4,16,32,450.64375,-0.11628116,0.9316115,False
823,0,1,60,2,119,1,6017.36,3,16,42,381.64930555555554,-0.5912019,0.652296,False
824,1,1,34,1,58,1,7281.46,1,17,31,460.6201388888889,-1.156209,0.31999797,False
825,1,1,26,1,241,1,6847.47,2,16,50,324.6388888888889,-0.07694607,0.95474565,False
826,1,1,58,0,76,1,13017.7,3,17,14,576.6055555555556,-0.33046976,0.8056406,False
827,1,0,26,3,247,1,7597.66,0,18,41,390.57916666666665,0.81815,1.4811791,False
828,1,1,63,2,49,1,7330.31,1,18,51,321.56458333333336,0.24106221,1.1417761,False
829,1,2,52,2,79,1,6711.78,5,17,38,408.6020833333333,-0.8433473,0.50400156,False
830,1,0,54,2,30,1,2248.06,2,16,27,487.6381944444444,-0.8555865,0.4968033,False
831,1,2,70,2,163,1,3524.68,1,17,17,559.61875,-0.62909764,0.63000834,False
832,0,1,58,1,46,1,8332.58,5,17,48,338.6125,0.09609457,1.0565162,False
833,0,2,22,3,68,1,1814.48,4,16,45,362.6486111111111,0.40021825,1.2353806,False
834,1,1,37,1,176,1,3886.77,6,17,16,563.5972222222222,-0.79248834,0.53391325,False
835,1,2,79,2,165,1,7591.13,2,17,48,339.59722222222223,0.001736461,1.0010213,False
836,1,0,57,2,214,1,1484.31,4,18,32,451.56944444444446,-0.25440085,0.85037905,False
837,1,0,66,0,245,4,9385.57,5,16,19,543.6638888888889,3.6975417,3.1746378,True
838,1,1,79,2,152,1,4202.92,2,16,30,468.6673611111111,-0.8388609,0.50664014,False
839,0,1,66,2,174,1,4813.12,3,17,18,549.6013888888889,-0.6730881,0.6041362,False
840,1,1,18,3,139,1,9716.68,4,16,43,375.6715277777778,-0.28351235,0.8332577,False
841,1,2,24,3,55,1,1980.62,1,17,19,545.6097222222222,-0.3955981,0.7673366,False
842,1,1,41,0,168,1,10216.25,1,18,52,312.55,0.5368759,1.3157532,False
843,1,0,22,3,222,1,944.83,0,17,41,388.6152777777778,0.33111617,1.1947396,False
844,0,1,42,0,37,1,7469.2,5,17,3,657.6131944444444,0.42612126,1.250615,False
845,1,2,68,0,76,1,13389.16,3,16,19,543.6465277777778,0.08839005,1.0519849,False
846,1,0,52,0,93,1,8475.47,1,16,38,409.6423611111111,-0.5213228,0.69339406,False
847,0,0,23,3,63,1,991.69,5,18,12,594.5826388888889,0.91242576,1.5366256,False
848,0,1,63,2,111,1,6953.8,5,17,36,422.62638888888887,-0.55815685,0.6717308,False
849,1,1,34,1,91,1,1370.03,1,17,48,338.62916666666666,-0.57414985,0.66232485,False
850,1,0,46,0,175,4,14851.28,1,18,6,634.5694444444445,4.7422905,3.7890868,True
851,1,2,34,0,277,1,11505.35,5,16,11,601.6333333333333,0.8029929,1.4722648,False
852,1,2,26,3,100,1,914.28,1,16,25,500.6659722222222,-0.48398146,0.71535563,False
853,0,2,36,0,55,1,9955.88,6,16,14,579.6666666666666,0.5808574,1.3416201,False
854,1,2,64,2,143,1,4732.81,6,16,21,529.6604166666667,-0.5355255,0.685041,False
855,1,1,20,3,91,1,530.86,3,16,22,520.6388888888889,-0.69798297,0.58949476,False
856,0,2,73,2,31,1,3807.84,1,17,47,345.60555555555555,0.5256316,1.3091401,False
857,1,0,21,3,131,1,320.25,1,16,9,615.6666666666666,0.09018286,1.0530393,False
858,1,1,55,0,14,1,12033.92,3,16,46,355.64722222222224,0.11696352,1.0687898,False
859,1,0,61,2,82,1,6109.55,2,16,45,363.6590277777778,-0.6197628,0.63549846,False
860,1,2,20,3,297,1,1691.88,1,16,3,653.6555555555556,1.3173971,1.7748017,False
861,1,0,18,3,116,1,1697.67,2,18,46,354.55,0.39128056,1.2301241,False
862,1,1,55,1,126,1,8359.5,4,18,41,391.5763888888889,-0.58831424,0.6539943,False
863,1,0,26,3,144,1,1629.12,2,16,7,628.6340277777778,-0.147413,0.9133019,False
864,1,0,42,1,162,1,6100.08,2,18,20,538.5583333333333,-0.6633709,0.6098512,False
865,1,0,45,0,105,1,13872.03,5,17,26,493.59722222222223,-0.089955546,0.9470944,False
866,1,0,32,0,117,1,10095.23,1,17,38,412.6013888888889,-0.43317312,0.7452376,False
867,1,1,21,3,252,1,1504.99,3,18,9,611.5736111111111,0.55011475,1.3235394,False
868,1,1,32,0,158,1,13182.11,6,16,38,412.675,0.16971286,1.0998133,False
869,1,2,46,1,40,1,4330.04,6,16,24,509.67083333333335,-0.5616654,0.6696673,False
870,1,0,29,0,39,1,905.25,5,16,35,430.6451388888889,-0.20977855,0.8766228,False
871,0,0,38,1,269,1,6972.5,5,16,1,307.6375,1.0852568,1.6382729,False
872,1,1,78,2,110,1,3553.69,1,18,23,517.5819444444444,-0.3055927,0.82027155,False
873,1,0,69,2,90,1,6164.65,5,18,27,489.55902777777777,-0.29079396,0.82897514,False
874,1,2,28,1,188,1,9626.14,5,16,13,585.6604166666667,-0.29064578,0.8290623,False
875,1,2,55,1,139,1,6364.14,0,16,31,460.66319444444446,-0.7505097,0.5586022,False
876,1,2,77,2,159,1,4351.83,1,16,1,671.6666666666666,0.38543493,1.2266861,False
877,1,2,56,2,165,1,5773.5,5,16,43,374.63680555555555,-0.56204367,0.66944486,False
878,1,1,30,1,262,1,9257.04,0,16,35,430.65972222222223,-0.083520286,0.95087916,False
879,0,2,68,2,14,1,6335.58,1,18,32,454.58680555555554,0.4924169,1.2896055,False
880,1,0,49,0,105,1,5403.79,5,17,32,453.6277777777778,-0.82680225,0.5137322,False
881,1,2,31,1,28,1,8135.31,4,18,36,424.56041666666664,-0.20870326,0.8772552,False
882,1,0,45,0,87,1,9798.26,3,17,11,601.6131944444444,-0.49635217,0.70808005,False
883,1,0,21,3,74,1,137.42,3,16,19,543.6541666666667,-0.35787725,0.7895214,False
884,1,2,60,1,227,1,7015.46,6,16,34,439.6534722222222,-0.19998842,0.88238066,False
885,0,2,41,1,128,1,2356.71,3,16,7,629.6361111111111,-0.15300122,0.9100153,False
886,1,1,75,2,164,1,4294.44,4,16,6,636.6361111111111,-0.33117372,0.80522656,False
887,0,1,49,1,150,1,9251.38,0,16,9,615.6375,0.041260153,1.0242664,False
888,1,1,55,2,196,1,7542.74,5,17,34,440.61944444444447,-0.99598306,0.41423178,False
889,0,2,26,1,172,1,9880.71,2,16,40,396.6722222222222,-0.024121543,0.9858134,False
890,1,0,52,2,238,1,6189.24,3,16,43,377.6486111111111,-0.45275992,0.733718,False
891,1,0,51,0,37,1,12540.18,3,16,2,664.6479166666667,0.61168444,1.3597504,False
892,1,2,53,2,83,1,4586.11,0,18,20,534.5652777777777,-0.28101915,0.834724,False
893,1,1,65,2,164,1,1519.38,4,17,45,360.5965277777778,-0.68059415,0.59972167,False
894,1,1,19,3,95,1,1447.26,2,17,47,349.6201388888889,-0.29062888,0.82907224,False
895,0,1,23,3,34,1,1131.42,5,17,46,356.6,0.46973202,1.2762638,False
896,1,2,68,0,115,1,10278.75,2,16,14,580.6548611111111,-0.21337967,0.87450486,False
897,0,2,30,0,146,1,535.15,5,16,45,363.6451388888889,0.45892754,1.2699094,False
898,1,2,18,3,62,4,859.86,0,18,43,377.5875,4.3083143,3.5338519,True
899,1,1,29,0,157,1,13891.47,4,16,26,493.63402777777776,-0.2486673,0.8537511,False
900,1,1,20,3,280,1,1545.77,1,17,11,601.60625,0.42117295,1.2477047,False
901,0,2,18,3,105,1,1046.74,6,17,45,363.6201388888889,0.8202034,1.4823868,False
902,0,2,42,1,31,1,2840.45,3,16,41,388.6611111111111,-0.20638011,0.8786215,False
