,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDate_hour,TransactionWeekNumber,DaysSinceLastPurchase,MSE_VAE_zscores,MSE_VAE,MSE_VAE_Fraud
645,0,2,30,0,48,1,9553.42,4,16,51,321.6694444444444,0.80718,1.4805623,False
646,0,1,59,1,56,1,3034.67,3,18,5,639.5875,0.22365654,1.1348996,False
647,1,0,43,1,138,1,5515.32,0,18,10,604.5694444444445,-0.0638235,0.9646046,False
648,1,1,36,0,84,1,1677.01,1,17,13,587.6284722222222,-0.70576763,0.58433515,False
649,1,1,53,2,131,1,4055.55,2,17,19,545.6013888888889,-1.4120651,0.16594455,False
650,1,0,33,0,53,1,9899.94,1,16,11,600.6569444444444,-0.1036595,0.9410069,False
651,1,1,18,3,129,1,756.74,5,16,47,348.65625,0.13411628,1.0818585,False
652,1,1,43,1,247,1,2620.74,0,16,35,430.64444444444445,-0.49971777,0.70639324,False
653,1,0,30,0,161,1,11090.24,4,17,26,495.5986111111111,-0.5623623,0.6692844,False
654,1,0,64,2,79,1,2174.16,0,16,25,503.65625,-0.5272655,0.69007474,False
655,0,1,46,1,160,1,7854.1,3,17,1,671.5972222222222,-0.0015374792,1.0015011,False
656,0,1,49,1,163,1,8253.65,1,17,31,461.62708333333336,-0.66925234,0.6059658,False
657,1,0,18,3,137,1,874.15,4,18,17,558.55,0.051418617,1.0328708,False
658,1,1,31,0,26,1,6043.25,5,17,8,622.6138888888889,-0.19885583,0.8846153,False
659,1,1,37,1,107,1,2766.12,5,16,33,444.64375,-1.0779109,0.36388806,False
660,1,2,56,1,179,1,8171.26,4,17,49,333.625,-0.3013436,0.82390445,False
661,1,0,33,0,100,1,5401.21,4,17,9,614.6125,-0.5444297,0.67990714,False
662,1,2,27,3,142,1,3548.02,1,17,25,503.59513888888887,-0.7082701,0.5828528,False
663,1,2,27,3,36,1,160.83,0,17,3,656.6215277777778,0.7658522,1.4560809,False
664,0,1,24,3,107,1,752.25,1,18,1,671.5638888888889,1.1710415,1.6961036,False
665,0,2,39,1,176,4,2459.84,4,16,32,454.63402777777776,3.0089526,2.7848299,True
666,0,1,41,1,21,1,469.12,4,16,48,342.6625,0.15169667,1.0922726,False
667,0,2,61,0,79,1,8441.61,0,18,29,474.5854166666667,0.62242794,1.3711205,False
668,1,2,60,1,168,1,3806.16,1,17,46,356.625,-0.40098846,0.7648777,False
669,1,0,46,1,77,4,6133.41,1,16,18,549.6541666666667,2.6268435,2.5584793,True
670,1,1,47,0,181,1,8802.97,4,16,51,321.65069444444447,-0.19196394,0.88869786,False
671,0,2,68,0,127,1,14881.77,3,16,13,583.6368055555556,1.0907481,1.64854,False
672,1,0,63,2,135,1,1106.34,5,16,2,661.6597222222222,0.10820936,1.066512,False
673,0,2,53,2,30,1,5005.33,0,16,27,489.6458333333333,-0.080541775,0.9547012,False
674,1,1,58,2,90,1,7949.03,1,17,43,377.61805555555554,-0.866122,0.48934576,False
675,1,0,26,3,65,1,259.77,0,16,20,538.6354166666666,-0.0741558,0.95848405,False
676,1,0,49,1,240,1,2114.3,4,16,12,594.6541666666667,-0.31478146,0.81594425,False
677,1,0,51,1,66,2,5495.3,5,17,23,514.61875,-0.65790266,0.612689,False
678,1,1,50,0,94,1,8461.46,2,16,7,625.6326388888889,-0.61472535,0.638266,False
679,0,2,52,2,292,1,6870.84,4,17,47,348.6145833333333,0.7262148,1.4326009,False
680,1,1,49,1,201,1,5058.83,2,17,3,657.59375,-0.54383284,0.6802607,False
681,1,1,31,1,296,1,8885.0,3,16,31,459.6722222222222,-0.24067354,0.8598437,False
682,1,2,24,3,49,1,530.81,2,16,3,656.6395833333333,0.30856743,1.1851984,False
683,1,0,23,3,85,1,9379.53,0,16,9,615.6451388888889,0.07098404,1.0444608,False
684,1,1,59,2,180,1,6475.13,0,17,42,384.59722222222223,-0.6487225,0.61812705,False
685,1,1,34,1,22,5,319.04,2,16,35,433.6666666666667,5.5932746,4.3157086,True
686,1,2,41,0,168,1,5298.85,0,18,1,307.5729166666667,0.75295687,1.4484421,False
687,1,2,21,3,102,1,490.57,3,17,22,521.6180555555555,-0.5614859,0.66980356,False
688,1,0,67,0,259,1,11310.27,2,16,25,503.6326388888889,0.293962,1.1765466,False
689,1,0,62,2,45,1,3988.75,2,16,13,587.6638888888889,-0.6330667,0.6274011,False
690,1,0,51,2,155,1,7484.32,6,16,41,391.64166666666665,-0.32576627,0.80943716,False
691,0,2,58,2,211,5,4815.11,0,18,42,384.55069444444445,7.215322,5.2765636,True
692,1,1,51,1,207,1,5963.1,3,16,32,454.6715277777778,-1.2158945,0.28215054,False
693,1,0,52,0,94,5,10427.0,1,18,11,599.5590277777778,6.552226,4.8837643,True
694,0,0,21,3,195,1,296.47,2,16,48,342.65972222222223,0.7333701,1.4368395,False
695,1,0,65,0,105,1,1100.06,1,17,34,436.6118055555556,-0.4758189,0.72055024,False
696,1,2,19,3,238,1,910.26,5,16,26,496.6666666666667,0.14737019,1.0897098,False
697,1,1,29,0,123,1,6684.34,3,16,15,573.6402777777778,-0.9666164,0.42981574,False
698,1,0,40,0,88,1,8524.09,2,18,37,418.55694444444447,-0.31970128,0.8130299,False
699,1,0,53,2,84,1,5126.65,3,17,48,342.6111111111111,-0.71425015,0.57931036,False
700,1,1,22,3,94,1,873.89,6,16,10,608.6548611111111,0.09706565,1.0599108,False
701,1,1,57,2,136,1,7059.77,1,16,37,416.63125,-1.0938085,0.3544707,False
702,1,0,58,0,240,1,11991.24,2,16,18,549.6368055555556,0.09638948,1.0595102,False
703,1,0,18,3,199,1,8086.04,5,17,37,419.60277777777776,-0.16623642,0.9039381,False
704,1,0,63,0,167,1,12626.49,0,16,30,468.6534722222222,0.18455003,1.111734,False
705,1,1,75,2,127,1,1730.28,1,16,50,327.65972222222223,-0.084681794,0.95224875,False
706,1,1,44,1,28,1,3143.17,4,18,19,543.55625,-0.6545379,0.6146822,False
707,1,0,27,3,146,1,1242.49,0,16,50,328.6381944444444,0.34895164,1.2091209,False
708,0,1,55,2,173,1,1886.36,4,16,5,643.6680555555556,-0.05423166,0.97028655,False
709,1,1,26,3,131,1,416.89,0,16,32,454.65625,-0.41313815,0.75768054,False
710,1,1,53,2,113,1,5929.08,2,17,30,467.6138888888889,-1.4780127,0.12687916,False
711,1,2,23,3,72,1,479.08,2,17,34,440.61319444444445,-0.5034966,0.7041548,False
712,0,2,33,0,32,1,5862.99,0,16,5,643.6569444444444,0.8801507,1.5237881,False
713,1,1,27,3,91,1,797.1,2,16,36,426.6388888888889,-0.73936075,0.56443554,False
714,1,0,65,2,147,1,7287.94,3,18,42,380.56597222222223,-0.25093955,0.8537624,False
715,0,2,59,1,95,1,5624.86,2,18,24,507.5493055555556,-0.09714031,0.9448687,False
716,0,1,39,1,10,1,2988.41,2,16,4,650.66875,0.28487155,1.1711617,False
717,1,0,53,1,185,1,2712.96,2,16,44,369.6645833333333,-0.63523185,0.62611854,False
718,1,2,24,3,88,1,1433.66,4,16,24,506.6486111111111,-0.5741511,0.66230106,False
719,1,2,30,0,34,1,7336.56,2,17,12,594.5993055555556,-0.36973658,0.7833904,False
720,1,0,18,3,210,1,475.63,4,17,6,636.5986111111112,0.34767577,1.2083651,False
721,1,1,65,0,89,1,11698.15,4,16,30,466.6701388888889,-0.50516444,0.7031668,False
722,0,2,21,3,157,1,1034.35,1,17,34,440.6048611111111,0.10220473,1.062955,False
723,1,0,64,0,15,1,12042.79,1,16,18,552.6506944444444,0.28247094,1.1697396,False
724,1,2,26,3,143,1,518.54,2,18,35,429.5854166666667,-0.16350849,0.90555406,False
725,1,0,23,3,139,1,1258.93,5,16,10,608.6513888888888,-0.042074706,0.977488,False
726,1,0,68,0,90,1,9127.65,2,17,46,355.6145833333333,-0.17730495,0.8973814,False
727,1,0,34,1,50,1,4471.05,1,16,30,466.63402777777776,-0.8699804,0.48706016,False
728,1,2,29,1,61,1,6214.54,2,18,15,573.5701388888889,-0.28026727,0.8363895,False
729,0,1,24,3,58,1,1187.04,1,16,22,523.6611111111112,-0.019923134,0.99060994,False
730,1,2,36,0,205,1,354.9,4,17,8,622.6159722222222,-0.01848849,0.9914598,False
731,1,1,35,1,56,1,791.46,2,18,20,538.5784722222222,-0.64564264,0.6199515,False
732,1,0,52,2,140,1,5878.89,5,17,36,425.63125,-1.0297942,0.39239103,False
733,1,2,20,3,179,1,533.2,0,17,1,670.59375,0.8040213,1.4786912,False
734,1,0,24,3,35,1,897.94,5,16,20,534.65,-0.13368271,0.923222,False
735,1,1,30,0,103,1,9159.56,0,18,8,621.5590277777778,0.21169922,1.1278164,False
736,1,0,45,1,12,1,4392.73,1,18,49,335.56944444444446,0.29026017,1.1743537,False
737,1,1,58,2,11,1,1390.98,1,17,4,650.6131944444444,-0.14339288,0.91747,False
738,1,2,40,1,98,1,2008.77,1,16,6,636.6381944444445,-0.39406145,0.76898104,False
739,1,2,30,1,60,1,6356.96,0,16,1,307.6590277777778,0.33102953,1.1985043,False
740,1,2,64,2,164,1,6009.12,5,16,4,646.6465277777778,-0.0028809623,1.0007052,False
741,1,0,76,2,43,1,7896.85,2,16,8,621.6708333333333,-0.022810334,0.98889965,False
742,1,0,24,3,151,1,1649.43,3,18,27,486.5784722222222,-0.30634916,0.8209393,False
743,1,1,67,2,150,1,2840.43,3,17,31,461.60555555555555,-1.2265828,0.27581903,False
744,1,2,57,2,128,1,3274.96,5,17,23,513.6243055555556,-0.9406016,0.44522622,False
745,1,2,73,2,81,1,6501.56,2,16,2,662.6319444444445,0.124130316,1.0759431,False
746,1,0,26,3,76,1,363.92,1,16,44,366.64444444444445,-0.05657571,0.968898,False
747,1,2,27,1,99,1,9748.48,2,16,7,626.6583333333333,-0.2762984,0.8387405,False
748,1,0,19,3,45,1,1404.53,4,17,11,598.6069444444445,-0.12260642,0.9297833,False
749,1,0,21,3,150,1,706.44,3,16,3,657.6722222222222,0.14427088,1.0878738,False
750,1,0,44,0,75,1,5095.73,1,16,6,633.6652777777778,-0.2781974,0.8376156,False
751,0,1,65,2,29,1,3059.79,3,16,24,506.65972222222223,-0.46673983,0.7259284,False
752,1,0,33,1,145,1,7844.23,0,16,25,503.65694444444443,-0.70059514,0.5873992,False
753,1,0,28,3,87,1,1119.61,5,16,30,468.6451388888889,-0.5043346,0.70365834,False
754,1,2,58,2,248,3,5313.97,3,16,23,514.6541666666667,0.8931742,1.5315028,False
755,1,0,31,1,156,1,6227.99,1,16,36,423.65277777777777,-0.82185024,0.5155711,False
756,1,0,60,2,98,1,6810.94,1,17,48,339.59305555555557,-0.35792997,0.7903843,False
757,1,2,55,2,143,1,1457.07,3,17,28,479.5965277777778,-1.0973096,0.35239685,False
758,1,1,22,3,15,1,813.68,1,16,43,374.63055555555553,0.0990034,1.0610586,False
759,0,1,27,3,130,1,1518.82,3,16,26,496.65833333333336,-0.2670094,0.84424305,False
760,1,0,50,0,150,1,10269.78,6,16,32,454.6375,-0.11566502,0.9338952,False
761,1,1,42,1,172,1,672.79,5,18,21,529.56875,-0.54153407,0.68162245,False
762,0,1,61,0,158,1,6024.8,1,17,9,611.6173611111111,0.025645314,1.0176034,False
763,0,2,56,1,50,1,2158.59,2,16,52,314.65277777777777,0.40479895,1.2422032,False
764,0,1,43,0,92,1,6011.8,2,18,36,426.56319444444443,-0.1713427,0.9009133,False
765,1,0,73,2,76,1,6372.58,0,17,51,317.6173611111111,0.2563006,1.154237,False
766,1,1,57,1,52,1,2569.56,1,16,11,601.6680555555556,-0.66921395,0.6059885,False
767,1,0,61,0,54,1,10585.48,3,17,47,346.60069444444446,0.00014610076,1.0024984,False
768,1,0,52,0,161,1,717.99,6,17,27,485.6201388888889,-0.3224279,0.8114147,False
769,1,2,72,2,150,1,3689.65,5,16,33,444.63680555555555,-0.49881792,0.7069263,False
770,1,1,28,3,16,1,1512.16,4,16,6,633.6541666666667,-0.058767524,0.96759963,False
771,0,2,64,0,75,1,14389.45,3,18,48,340.56319444444443,1.4587547,1.8665366,False
772,1,1,36,1,265,4,9800.21,2,17,3,656.6131944444444,3.7147143,3.202903,True
773,1,0,74,2,95,1,7014.69,4,18,21,531.5590277777778,-0.26672405,0.8444121,False
774,1,0,79,2,102,1,3520.61,0,16,24,508.64722222222224,-0.25902417,0.8489733,False
775,1,2,80,2,64,1,4913.42,5,17,36,422.59930555555553,-0.2844426,0.8339161,False
776,1,1,38,1,105,1,9155.35,4,16,32,451.6402777777778,-1.2044437,0.28893366,False
777,1,2,46,1,174,1,2567.53,3,18,45,359.58819444444447,-0.2571775,0.8500672,False
778,1,2,53,2,14,1,3779.47,6,16,25,502.65625,-0.32986292,0.8070104,False
779,0,2,68,2,104,1,4177.65,1,17,50,328.6097222222222,0.27789593,1.1670295,False
780,0,1,28,1,193,1,7284.76,3,16,39,404.66041666666666,-0.4236031,0.7514814,False
781,1,2,66,2,146,1,6530.59,6,17,17,558.6333333333333,-0.43007118,0.7476499,False
782,1,2,44,0,51,1,7895.54,5,17,18,552.6180555555555,-0.46755025,0.72544837,False
783,1,2,54,1,132,1,6781.3,0,16,23,517.6631944444445,-0.72886616,0.57065225,False
784,1,2,29,1,50,1,2091.78,5,16,4,649.6708333333333,0.059656,1.0377504,False
785,1,0,41,0,88,1,11108.39,3,17,2,663.6034722222222,0.115036644,1.0705563,False
786,1,1,35,0,111,1,9088.36,6,18,34,440.56666666666666,-0.110266335,0.9370932,False
787,1,0,53,1,86,1,4671.69,2,17,35,433.6069444444444,-1.204205,0.28907502,False
788,1,1,37,1,142,1,7534.73,2,18,51,319.5486111111111,-0.16197917,0.90646,False
789,1,0,29,1,144,1,6353.14,1,16,13,587.6381944444445,-0.7473485,0.5597038,False
790,1,1,63,0,118,1,13587.52,4,16,37,419.6673611111111,-0.18957329,0.890114,False
791,1,0,74,2,230,1,1351.24,2,18,33,444.56666666666666,0.1814157,1.1098773,False
792,1,0,28,1,85,5,2797.26,3,16,2,662.6340277777778,6.1978273,4.6738286,True
793,0,1,21,3,125,3,1222.77,4,16,11,599.6506944444444,1.5884323,1.943354,False
794,1,0,57,2,89,1,3728.04,1,16,23,517.6604166666667,-1.0267735,0.39418042,False
795,1,2,57,0,142,1,6067.44,1,16,33,447.6534722222222,-0.64432865,0.62072986,False
796,1,1,63,2,133,1,4292.16,6,18,4,650.5875,0.41366905,1.2474576,False
797,1,0,56,2,134,1,3801.82,3,17,52,310.61944444444447,-0.44818443,0.7369201,False
798,0,1,64,2,162,1,6353.22,2,17,5,643.61875,-0.17160028,0.9007607,False
799,0,2,23,3,14,1,1251.85,0,16,43,375.65625,1.0332067,1.6144542,False
800,1,2,44,0,108,1,11869.71,1,16,3,653.6652777777778,0.38849905,1.2325476,False
801,1,2,29,0,177,1,9409.43,5,18,8,621.5819444444444,0.5344592,1.3190103,False
802,1,0,80,2,47,1,6003.59,1,16,19,542.6465277777778,-0.28168592,0.8355491,False
803,0,2,50,1,92,1,817.83,4,18,33,447.58958333333334,-0.042331994,0.9773356,False
804,1,0,80,2,45,2,3663.64,5,16,24,510.63402777777776,0.083387315,1.0518081,False
805,1,1,28,3,160,1,319.65,4,17,11,601.63125,-0.49303424,0.71035236,False
806,0,2,40,1,17,1,478.23,1,16,44,368.6333333333333,0.41997027,1.2511903,False
807,1,2,44,0,143,4,13446.81,0,17,45,362.60277777777776,3.9883952,3.3650239,True
808,0,1,53,0,58,1,8012.81,6,17,20,534.6138888888889,0.025835486,1.017716,False
809,1,0,68,2,198,1,4201.22,5,16,47,349.65486111111113,-0.0337692,0.9824079,False
810,1,0,18,3,19,1,8870.89,1,16,11,599.6458333333334,0.29317313,1.1760793,False
811,1,1,27,1,108,1,906.2,3,17,49,331.6277777777778,-0.52540904,0.69117445,False
812,1,2,46,0,276,1,9286.37,2,16,52,314.65,0.8360214,1.4976472,False
813,0,1,70,2,63,1,2224.08,2,18,49,332.56944444444446,0.5614341,1.3349894,False
814,0,2,67,0,16,1,14639.28,1,17,18,552.6083333333333,1.2405126,1.7372563,False
815,1,1,45,1,29,1,9733.59,1,18,8,622.5861111111111,-0.02581667,0.9871188,False
816,1,0,29,1,28,1,2756.2,1,17,6,634.6069444444445,-0.2454335,0.857024,False
817,1,0,36,0,86,1,6655.15,6,16,33,446.6354166666667,-0.44909194,0.73638254,False
818,1,0,55,2,143,1,3233.87,0,18,25,503.57916666666665,-0.4073528,0.7611076,False
819,1,0,20,3,148,1,1676.57,1,18,30,467.56875,0.008264151,1.0073073,False
820,1,2,54,1,285,1,8371.11,4,17,44,369.6277777777778,0.08610608,1.0534186,False
821,0,1,65,2,149,1,2611.64,1,17,21,531.5895833333333,-0.598821,0.6476873,False
822,0,1,18,3,136,1,552.06,4,16,32,450.64375,-0.08558627,0.95171297,False
823,0,1,60,2,119,1,6017.36,3,16,42,381.64930555555554,-0.6069839,0.6428518,False
824,1,1,34,1,58,1,7281.46,1,17,31,460.6201388888889,-1.1968809,0.29341358,False
825,1,1,26,1,241,1,6847.47,2,16,50,324.6388888888889,-0.08801857,0.95027214,False
826,1,1,58,0,76,1,13017.7,3,17,14,576.6055555555556,-0.4379424,0.7429872,False
827,1,0,26,3,247,1,7597.66,0,18,41,390.57916666666665,0.84929925,1.5055126,False
828,1,1,63,2,49,1,7330.31,1,18,51,321.56458333333336,0.21424651,1.1293254,False
829,1,2,52,2,79,1,6711.78,5,17,38,408.6020833333333,-0.8100261,0.5225754,False
830,1,0,54,2,30,1,2248.06,2,16,27,487.6381944444444,-0.9121546,0.4620774,False
831,1,2,70,2,163,1,3524.68,1,17,17,559.61875,-0.5961716,0.6492567,False
832,0,1,58,1,46,1,8332.58,5,17,48,338.6125,0.099340476,1.0612583,False
833,0,2,22,3,68,1,1814.48,4,16,45,362.6486111111111,0.26745075,1.1608421,False
834,1,1,37,1,176,1,3886.77,6,17,16,563.5972222222222,-0.74062073,0.5636892,False
835,1,2,79,2,165,1,7591.13,2,17,48,339.59722222222223,0.015988776,1.0118831,False
836,1,0,57,2,214,1,1484.31,4,18,32,451.56944444444446,-0.19321807,0.88795495,False
837,1,0,66,0,245,4,9385.57,5,16,19,543.6638888888889,3.7135084,3.2021887,True
838,1,1,79,2,152,1,4202.92,2,16,30,468.6673611111111,-0.8302468,0.5105972,False
839,0,1,66,2,174,1,4813.12,3,17,18,549.6013888888889,-0.63419163,0.62673473,False
840,1,1,18,3,139,1,9716.68,4,16,43,375.6715277777778,-0.24527673,0.8571169,False
841,1,2,24,3,55,1,1980.62,1,17,19,545.6097222222222,-0.38357347,0.7751938,False
842,1,1,41,0,168,1,10216.25,1,18,52,312.55,0.3765168,1.2254497,False
843,1,0,22,3,222,1,944.83,0,17,41,388.6152777777778,0.3142191,1.1885463,False
844,0,1,42,0,37,1,7469.2,5,17,3,657.6131944444444,0.51426667,1.3070488,False
845,1,2,68,0,76,1,13389.16,3,16,19,543.6465277777778,0.10611444,1.065271,False
846,1,0,52,0,93,1,8475.47,1,16,38,409.6423611111111,-0.6261719,0.6314854,False
847,0,0,23,3,63,1,991.69,5,18,12,594.5826388888889,1.0586625,1.6295334,False
848,0,1,63,2,111,1,6953.8,5,17,36,422.62638888888887,-0.45492408,0.73292774,False
849,1,1,34,1,91,1,1370.03,1,17,48,338.62916666666666,-0.6703504,0.6053153,False
850,1,0,46,0,175,4,14851.28,1,18,6,634.5694444444445,4.6248603,3.7420478,True
851,1,2,34,0,277,1,11505.35,5,16,11,601.6333333333333,0.7124801,1.4244648,False
852,1,2,26,3,100,1,914.28,1,16,25,500.6659722222222,-0.49050444,0.71185094,False
853,0,2,36,0,55,1,9955.88,6,16,14,579.6666666666666,0.5603091,1.334323,False
854,1,2,64,2,143,1,4732.81,6,16,21,529.6604166666667,-0.4989792,0.70683074,False
855,1,1,20,3,91,1,530.86,3,16,22,520.6388888888889,-0.6813188,0.59881794,False
856,0,2,73,2,31,1,3807.84,1,17,47,345.60555555555555,0.5674208,1.3385358,False
857,1,0,21,3,131,1,320.25,1,16,9,615.6666666666666,0.04899427,1.0314347,False
858,1,1,55,0,14,1,12033.92,3,16,46,355.64722222222224,0.15214302,1.092537,False
859,1,0,61,2,82,1,6109.55,2,16,45,363.6590277777778,-0.71637756,0.57805014,False
860,1,2,20,3,297,1,1691.88,1,16,3,653.6555555555556,1.3893287,1.8254107,False
861,1,0,18,3,116,1,1697.67,2,18,46,354.55,0.33945346,1.2034944,False
862,1,1,55,1,126,1,8359.5,4,18,41,391.5763888888889,-0.66267014,0.6098649,False
863,1,0,26,3,144,1,1629.12,2,16,7,628.6340277777778,-0.15208295,0.9123222,False
864,1,0,42,1,162,1,6100.08,2,18,20,538.5583333333333,-0.6992905,0.588172,False
865,1,0,45,0,105,1,13872.03,5,17,26,493.59722222222223,-0.09138422,0.9482784,False
866,1,0,32,0,117,1,10095.23,1,17,38,412.6013888888889,-0.45383295,0.7335741,False
867,1,1,21,3,252,1,1504.99,3,18,9,611.5736111111111,0.5388627,1.3216188,False
868,1,1,32,0,158,1,13182.11,6,16,38,412.675,0.09760578,1.0602307,False
869,1,2,46,1,40,1,4330.04,6,16,24,509.67083333333335,-0.52863324,0.68926454,False
870,1,0,29,0,39,1,905.25,5,16,35,430.6451388888889,-0.25911695,0.8489183,False
871,0,0,38,1,269,1,6972.5,5,16,1,307.6375,1.0759023,1.6397458,False
872,1,1,78,2,110,1,3553.69,1,18,23,517.5819444444444,-0.3958195,0.7679396,False
873,1,0,69,2,90,1,6164.65,5,18,27,489.55902777777777,-0.34149113,0.8001222,False
874,1,2,28,1,188,1,9626.14,5,16,13,585.6604166666667,-0.23034014,0.8659649,False
875,1,2,55,1,139,1,6364.14,0,16,31,460.66319444444446,-0.7930949,0.532605,False
876,1,2,77,2,159,1,4351.83,1,16,1,671.6666666666666,0.40647367,1.2431953,False
877,1,2,56,2,165,1,5773.5,5,16,43,374.63680555555555,-0.54055893,0.6822001,False
878,1,1,30,1,262,1,9257.04,0,16,35,430.65972222222223,-0.08801052,0.9502769,False
879,0,2,68,2,14,1,6335.58,1,18,32,454.58680555555554,0.5755692,1.3433627,False
880,1,0,49,0,105,1,5403.79,5,17,32,453.6277777777778,-0.8172721,0.51828307,False
881,1,2,31,1,28,1,8135.31,4,18,36,424.56041666666664,-0.20401393,0.8815598,False
882,1,0,45,0,87,1,9798.26,3,17,11,601.6131944444444,-0.541607,0.68157923,False
883,1,0,21,3,74,1,137.42,3,16,19,543.6541666666667,-0.4245951,0.7508938,False
884,1,2,60,1,227,1,7015.46,6,16,34,439.6534722222222,-0.18859959,0.8906908,False
885,0,2,41,1,128,1,2356.71,3,16,7,629.6361111111111,-0.0075853667,0.9979185,False
886,1,1,75,2,164,1,4294.44,4,16,6,636.6361111111111,-0.27874124,0.83729345,False
887,0,1,49,1,150,1,9251.38,0,16,9,615.6375,0.014244825,1.0108501,False
888,1,1,55,2,196,1,7542.74,5,17,34,440.61944444444447,-0.97609514,0.42420083,False
889,0,2,26,1,172,1,9880.71,2,16,40,396.6722222222222,0.024746774,1.0170711,False
890,1,0,52,2,238,1,6189.24,3,16,43,377.6486111111111,-0.43792942,0.7429949,False
891,1,0,51,0,37,1,12540.18,3,16,2,664.6479166666667,0.5887497,1.3511704,False
892,1,2,53,2,83,1,4586.11,0,18,20,534.5652777777777,-0.30542186,0.8214886,False
893,1,1,65,2,164,1,1519.38,4,17,45,360.5965277777778,-0.6897686,0.5938125,False
894,1,1,19,3,95,1,1447.26,2,17,47,349.6201388888889,-0.28943992,0.83095586,False
895,0,1,23,3,34,1,1131.42,5,17,46,356.6,0.38153714,1.2284236,False
896,1,2,68,0,115,1,10278.75,2,16,14,580.6548611111111,-0.21337403,0.8760151,False
897,0,2,30,0,146,1,535.15,5,16,45,363.6451388888889,0.45375016,1.2712005,False
898,1,2,18,3,62,4,859.86,0,18,43,377.5875,4.392526,3.6044195,True
899,1,1,29,0,157,1,13891.47,4,16,26,493.63402777777776,-0.31289673,0.8170607,False
900,1,1,20,3,280,1,1545.77,1,17,11,601.60625,0.4023412,1.2407473,False
901,0,2,18,3,105,1,1046.74,6,17,45,363.6201388888889,0.7269014,1.4330076,False
902,0,2,42,1,31,1,2840.45,3,16,41,388.6611111111111,-0.23173565,0.86513823,False
903,1,2,69,2,44,1,6216.77,4,17,29,471.59305555555557,-0.78123564,0.53963006,False
904,1,1,51,0,279,1,10141.92,1,16,20,536.6506944444444,0.06468863,1.0407315,False
905,0,0,22,3,252,1,1404.06,1,16,8,620.6597222222222,1.0049107,1.5976924,False
906,1,0,27,1,69,1,7795.79,4,18,9,615.5673611111112,-0.11740857,0.93286234,False
907,1,2,37,1,100,1,3886.65,5,17,40,396.6041666666667,-0.7843429,0.5377894,False
908,0,2,21,3,92,1,1560.45,3,16,5,643.6465277777778,0.5582694,1.3331147,False
909,1,2,33,0,162,4,13566.58,5,17,46,353.59305555555557,3.9554434,3.345504,True
910,1,2,72,2,142,1,4749.54,0,16,7,629.6409722222222,0.024528025,1.0169415,False
911,1,0,18,3,138,1,1044.33,2,17,39,401.6090277777778,-0.36385864,0.7868723,False
912,0,1,73,2,100,1,2012.24,3,16,33,447.6451388888889,-0.41404948,0.7571407,False
913,1,0,48,1,46,1,2487.2,4,16,21,531.6402777777778,-0.967625,0.42921826,False
914,1,0,37,0,63,1,14977.99,0,16,45,359.65277777777777,0.95842266,1.5701542,False
915,1,0,27,3,265,1,1969.48,1,16,39,405.63125,0.07757508,1.0483651,False
916,1,2,78,2,107,4,7001.2,1,17,21,530.6215277777778,3.0619924,2.8162491,True
917,0,1,64,2,113,1,2525.25,4,16,27,486.67083333333335,-0.67578125,0.6020982,False
918,0,0,35,1,47,1,7457.94,2,16,45,359.65,-0.06547156,0.96362835,False
919,0,1,46,1,118,1,5386.52,5,16,32,451.64722222222224,-0.7373122,0.56564903,False
920,1,2,18,3,66,1,1690.23,5,18,8,619.575,0.75032806,1.4468849,False
921,1,2,28,1,135,1,3114.92,4,16,19,544.6409722222222,-0.89975536,0.4694223,False
922,1,1,70,2,180,1,3466.74,3,16,47,349.66875,-0.4324117,0.74626344,False
923,1,0,62,0,105,1,9942.24,4,16,23,517.6548611111111,-0.5637251,0.6684771,False
924,1,2,29,0,140,3,9791.74,1,16,6,636.6423611111111,1.6397274,1.9737397,False
925,1,2,44,1,153,1,6824.0,1,16,48,342.6645833333333,-0.44005844,0.74173373,False
926,1,0,38,1,88,3,8583.39,5,17,46,353.62291666666664,0.9636664,1.5732604,False
927,1,1,20,3,35,1,1488.65,0,16,4,650.6375,0.39044324,1.2336993,False
928,1,1,19,3,56,1,5583.88,2,18,5,643.5541666666667,0.29484445,1.1770693,False
929,1,0,25,3,139,1,1357.22,6,17,7,629.5993055555556,0.23362902,1.140807,False
930,1,1,65,0,203,1,10553.23,5,17,4,650.6173611111111,0.342394,1.2052363,False
931,0,2,25,3,145,1,1619.6,6,18,17,555.5555555555555,0.9491507,1.5646617,False
932,0,2,49,1,120,4,9475.4,1,16,14,580.6708333333333,3.5025566,3.0772269,True
933,1,2,31,0,10,1,8656.18,3,18,10,604.5486111111111,0.5277584,1.315041,False
934,0,1,62,0,158,1,207.74,4,16,3,654.6423611111111,0.5345974,1.3190922,False
935,1,1,22,3,59,1,949.38,3,16,16,563.6722222222222,-0.5697607,0.6649018,False
936,1,1,23,3,219,1,1996.38,1,16,5,640.6354166666666,0.23303516,1.1404552,False
937,1,0,55,1,110,1,8836.51,3,16,46,356.64375,-0.59070784,0.6524933,False
938,1,1,30,0,105,1,14330.47,1,18,39,403.5520833333333,0.4412666,1.2638056,False
939,0,0,46,0,26,1,5368.42,1,18,45,359.56875,0.77249575,1.4600164,False
940,1,1,57,1,66,1,8616.05,5,16,43,377.6722222222222,-0.6362019,0.6255439,False
